Country,Region,Energy_Type,Year,Unit,Energy_Production,Energy_Consumption,Energy_Imports,Energy_Exports,Renewable_Percentage,CO2_Emissions_Million_Tons,GDP_Billion_USD,Population_Millions,Energy_Intensity,Annual_Growth_Rate_%
Japan,Africa,Wind,2022,Terawatt-hours (TWh),19234,32459,6426,12775,57.28,991.15,8215.55,1054.73,85.1,5.26
Japan,South America,Solar,2023,Terawatt-hours (TWh),12916,1407,6277,5129,6.39,1310.62,4545,519.28,293.42,3.72
Japan,Africa,Wind,2022,Terawatt-hours (TWh),18836,23383,378,1724,53.54,3538.83,23652.86,53.79,374.15,8.09
Japan,Africa,Wind,2022,Terawatt-hours (TWh),14401,41085,7109,17734,54.78,1505.18,749.81,1460.18,171.05,8.98
Japan,Europe,Natural Gas,2015,Terawatt-hours (TWh),5441,35041,6235,5650,50.69,2992.69,4888.58,1333.12,116.18,3.77
Japan,Africa,Coal,2022,Terawatt-hours (TWh),15050,19233,3380,17189,48.64,797.1,17446.17,820.34,235.66,0.85
Japan,Africa,Coal,2023,Terawatt-hours (TWh),13124,12180,8367,8275,30.51,1680.78,11444.18,463.79,375.46,7.14
Japan,Asia,Solar,2018,Terawatt-hours (TWh),31681,2577,10738,8374,30.33,4581.83,7357.09,882.06,242.11,-4.31
Japan,South America,Nuclear,2023,Terawatt-hours (TWh),43846,7669,1902,10568,28.56,4143.34,18748.29,1221.36,168.55,-2.91
Japan,North America,Solar,2019,Terawatt-hours (TWh),35477,45598,4372,3234,6.04,4971.04,13038.6,1382.45,198.26,9.34
Japan,South America,Nuclear,2024,Terawatt-hours (TWh),41464,2656,8421,2062,22.84,1481.94,3773.2,509.35,104.93,9.34
Japan,Europe,Nuclear,2020,Terawatt-hours (TWh),14552,51474,13274,16841,5.44,4478.97,1674.18,1380.9,184.07,7.37
Japan,North America,Wind,2023,Terawatt-hours (TWh),35989,46613,1041,148,37.1,455.11,13115.74,1068.39,250.29,8.53
Japan,North America,Coal,2017,Terawatt-hours (TWh),17105,45877,4869,13620,36.82,2889.25,8971.72,151.07,157.01,5.7
Japan,Europe,Natural Gas,2019,Terawatt-hours (TWh),24502,33861,7505,18040,49.77,3790.32,2558.58,19.66,335.51,7.67
Japan,Oceania,Solar,2023,Terawatt-hours (TWh),6809,50582,5141,434,64.23,2860.61,16688.66,1004.38,57.54,0.46
Japan,South America,Nuclear,2018,Terawatt-hours (TWh),32439,7306,11472,13878,52.68,848.53,13570.48,1348.69,76.49,3.96
Japan,Oceania,Hydro,2016,Terawatt-hours (TWh),35184,51370,2085,11997,69.65,361.35,16240.2,192.88,232.47,-2.17
Japan,Africa,Natural Gas,2023,Terawatt-hours (TWh),3359,25791,6533,11575,46.28,2899.88,22331.23,1266.46,97.75,-0.39
Japan,Europe,Natural Gas,2015,Terawatt-hours (TWh),15951,51066,7637,8695,47.85,2767,9187.01,830.86,208.13,5.19
Japan,Oceania,Wind,2017,Terawatt-hours (TWh),5774,1467,14793,7936,54.24,2973.25,11940.4,679.97,380.84,5.27
Japan,Africa,Coal,2022,Terawatt-hours (TWh),21328,8298,11945,2442,22.94,3994.67,2739.61,144.35,374.51,6.04
Japan,Europe,Oil,2023,Terawatt-hours (TWh),38557,17842,503,3692,15.05,3317.65,19290.55,1043.89,79.96,2.69
Japan,Asia,Wind,2015,Terawatt-hours (TWh),29441,44004,11343,9007,44.76,1425.28,1316.53,1476.67,89.29,8.33
Japan,Asia,Natural Gas,2015,Terawatt-hours (TWh),45515,12103,6590,15259,45.52,3391.23,7934.03,829.03,235.3,-2.47
Japan,Oceania,Hydro,2016,Terawatt-hours (TWh),5805,14506,10062,8067,49.07,1397.54,12277.71,1129.5,314.54,6.9
Japan,Asia,Solar,2018,Terawatt-hours (TWh),22145,15779,9448,8577,57.11,3934.7,9320.35,878.07,270.51,-2.06
Japan,Asia,Hydro,2021,Terawatt-hours (TWh),4979,6240,910,19702,24.52,4882.51,15466.27,166.56,139.59,0.45
Japan,South America,Wind,2018,Terawatt-hours (TWh),1261,8546,14262,19942,52.69,2257.24,16219.64,155.68,243.44,6.24
Japan,Asia,Solar,2023,Terawatt-hours (TWh),23543,23718,165,820,27.28,2162.28,2488.59,1151.45,76.25,-0.75
Japan,Africa,Coal,2017,Terawatt-hours (TWh),46612,42705,11878,16855,21.39,4950.67,22855.07,438.63,228.61,9.21
Japan,North America,Hydro,2021,Terawatt-hours (TWh),49970,9024,37,2177,51.17,4227.8,17301.92,1384.51,290.46,6.25
Japan,Oceania,Hydro,2022,Terawatt-hours (TWh),22326,47600,2021,4142,32.11,3823.08,7160.27,28.8,246.96,9.86
Japan,Oceania,Nuclear,2018,Terawatt-hours (TWh),32896,6685,10745,11226,48.65,524.22,23166.36,598.27,176.24,7.4
Japan,Oceania,Wind,2019,Terawatt-hours (TWh),19644,33624,11370,3774,42.02,3115.46,893.53,1354.17,196.45,-2.36
Japan,Oceania,Solar,2015,Terawatt-hours (TWh),13155,900,9914,258,47.67,4722.84,1101.32,698.29,88.87,-1.07
Japan,Europe,Wind,2016,Terawatt-hours (TWh),18695,49255,11794,14760,36.8,3819.63,15568.39,1041.35,192.18,-0.42
Japan,North America,Oil,2020,Terawatt-hours (TWh),17051,14639,4611,12772,50.79,4860.77,14826.17,1474.96,206.36,5.55
Japan,Asia,Oil,2019,Terawatt-hours (TWh),25229,12946,5101,16061,21.92,3931.95,19161.81,1071.29,265.3,0.26
Japan,North America,Natural Gas,2020,Terawatt-hours (TWh),12037,29045,12889,4093,14.24,3067.21,21192.89,971.14,70.91,2.21
Japan,Africa,Hydro,2022,Terawatt-hours (TWh),8860,40563,11631,17640,48.46,1777.01,16254.61,925.58,77.75,2.71
Japan,Oceania,Wind,2023,Terawatt-hours (TWh),27451,25254,4838,6645,55.25,422.77,23862.21,1293.19,150.41,2.3
Japan,North America,Oil,2016,Terawatt-hours (TWh),9512,51529,14573,12671,15.99,1671.98,20479.78,802.08,132.67,-3.24
Japan,Europe,Nuclear,2015,Terawatt-hours (TWh),15030,26256,1009,15526,36.16,2068.69,17571.29,611.92,163.05,5.23
Japan,South America,Hydro,2021,Terawatt-hours (TWh),43604,50619,4341,13967,60.65,4941.73,9126.06,1446.15,375.01,-4.57
Japan,Oceania,Solar,2018,Terawatt-hours (TWh),7047,30985,1237,4156,43.38,2552.37,21171.44,1401.15,150.79,7.55
Japan,Africa,Solar,2023,Terawatt-hours (TWh),43874,13641,7998,16734,52.77,1135.7,16975.37,1001.68,131.32,4.24
Japan,Asia,Coal,2019,Terawatt-hours (TWh),1737,50314,14717,931,47.43,2840.93,11672.9,962.13,303.4,3.43
Japan,Africa,Nuclear,2015,Terawatt-hours (TWh),33583,47555,9211,1381,33.86,1317.85,20545.85,1269.87,239.03,-3.05
Japan,Oceania,Natural Gas,2023,Terawatt-hours (TWh),3968,35158,4436,17341,43.36,4986.62,10621.63,735.36,238.82,9.56
Japan,North America,Nuclear,2022,Terawatt-hours (TWh),13151,20640,6550,14133,46.4,4326.25,8052.11,151.78,120.28,-4.86
Japan,North America,Wind,2024,Terawatt-hours (TWh),16990,6904,3957,14416,57.21,2311.27,24553.68,892.73,215.19,-0.08
Japan,North America,Hydro,2017,Terawatt-hours (TWh),36416,6541,12045,16346,10.09,4455.33,1449.89,529.91,204.52,5.39
Japan,Asia,Coal,2016,Terawatt-hours (TWh),48338,25078,2346,18525,12.81,1257.09,9181.98,1330.37,194.35,3.29
Japan,South America,Nuclear,2024,Terawatt-hours (TWh),9822,39544,4852,18461,13.29,4890.62,15439.37,900.73,242.3,9.64
Japan,Oceania,Nuclear,2024,Terawatt-hours (TWh),43016,14408,11647,14744,32.1,61.09,2642.25,1443.03,175.01,-1.59
Japan,Asia,Nuclear,2021,Terawatt-hours (TWh),49014,25810,13500,2496,15.35,1897.78,109.63,428.27,114.03,-4.41
Japan,Africa,Nuclear,2024,Terawatt-hours (TWh),27154,48111,8139,13608,16.48,3838.94,9800.2,98.36,389.74,2.03
Japan,Oceania,Wind,2019,Terawatt-hours (TWh),10798,48656,4931,6363,15.5,3469.95,16692.81,1341.45,269.45,-4.44
Japan,Asia,Natural Gas,2017,Terawatt-hours (TWh),2226,51555,2075,6854,66.96,3353.07,22587.39,1491.6,267.62,6.61
Japan,Europe,Oil,2019,Terawatt-hours (TWh),38476,21394,13196,1716,21.73,2905.79,16780.74,1417.04,360.47,2.81
Japan,South America,Coal,2020,Terawatt-hours (TWh),22163,7026,14714,5726,64.43,4339.01,14965.18,1398.29,295.64,9.85
Japan,Oceania,Nuclear,2016,Terawatt-hours (TWh),36841,29365,6555,643,53.05,3811.25,24062.21,142.59,105.45,2.88
Japan,Europe,Hydro,2023,Terawatt-hours (TWh),38710,4833,12836,11264,10.17,2361.82,11081.48,1304.46,380.62,-2.94
Japan,Europe,Oil,2019,Terawatt-hours (TWh),42266,35875,7537,11063,37.77,4716.32,17056.84,1217.67,374.29,7.71
Japan,Asia,Oil,2017,Terawatt-hours (TWh),33528,23749,888,11709,6.91,2525.13,17387.2,1396.56,117.44,6.64
Japan,South America,Hydro,2015,Terawatt-hours (TWh),32661,26474,3898,19184,60.72,4617.71,18156.32,1482.58,326.08,2.2
Japan,South America,Nuclear,2018,Terawatt-hours (TWh),20693,11890,4158,17925,45.41,2222.02,2324.95,617.72,223.92,7.77
Japan,South America,Coal,2022,Terawatt-hours (TWh),26878,23830,9090,12006,68.42,2413.73,20317.24,952.43,125.82,-0.87
Japan,Asia,Solar,2020,Terawatt-hours (TWh),39182,11070,13050,9638,23.87,4493.91,11852.06,1412.09,115.98,9.44
Japan,Africa,Solar,2015,Terawatt-hours (TWh),6304,33805,2785,2426,44.08,4105.54,2801.8,604.98,109.68,5.49
Japan,Oceania,Coal,2024,Terawatt-hours (TWh),25836,12470,12760,15309,46.97,762.54,24780.82,1213.03,115.87,1.91
Japan,South America,Nuclear,2020,Terawatt-hours (TWh),7517,16592,11941,17802,43.18,2250.59,21932.92,545.32,112.48,3.11
Japan,Oceania,Oil,2022,Terawatt-hours (TWh),17031,2283,2921,8549,50.76,2653.36,2429.7,1157.9,76.92,-0.01
Japan,North America,Wind,2019,Terawatt-hours (TWh),43212,5577,8502,196,46.55,772.02,678.52,990.21,349.88,3.89
Japan,Europe,Natural Gas,2019,Terawatt-hours (TWh),5054,44163,9578,9512,6.82,3310.58,4081.84,556.76,330.78,0.38
Japan,Oceania,Wind,2021,Terawatt-hours (TWh),4090,21720,8377,7152,59.45,2722.58,13479.51,27.3,356.13,3.43
Japan,South America,Natural Gas,2023,Terawatt-hours (TWh),30607,5696,3259,18455,65.24,1763.14,8478.8,315.39,395.6,8.24
Japan,North America,Coal,2022,Terawatt-hours (TWh),27704,41797,8384,5917,43.98,957.94,17656.96,627.28,264.05,0.62
Japan,Africa,Hydro,2021,Terawatt-hours (TWh),47957,49398,13507,4253,5.36,3994.99,2081.48,942.5,275,-0.7
Japan,North America,Solar,2015,Terawatt-hours (TWh),38993,3286,1588,8519,56.44,1883.16,13847.34,1003.59,363.57,4.13
Japan,Oceania,Solar,2021,Terawatt-hours (TWh),24802,42155,12854,4754,42.54,2620.67,1288.54,749.54,296.28,-2.49
Japan,Europe,Coal,2021,Terawatt-hours (TWh),7571,50322,2628,9018,6.1,2396.32,4242.83,747.07,204.59,4.8
Japan,North America,Coal,2021,Terawatt-hours (TWh),20203,5252,10034,9252,19.46,4760.52,20308.66,525.83,52.77,-0.72
Japan,Africa,Solar,2021,Terawatt-hours (TWh),1322,35150,1972,8379,31.15,4221.93,13739.24,1018.43,76.4,8.76
Japan,Asia,Nuclear,2017,Terawatt-hours (TWh),39383,29903,14387,15929,27.15,4871.58,15245.59,411.57,266.76,4.63
Japan,Europe,Hydro,2022,Terawatt-hours (TWh),37205,27872,537,3679,49.63,88.37,23345.28,292.19,361.25,-1.96
Japan,North America,Oil,2024,Terawatt-hours (TWh),10816,11623,2193,15953,27.67,4205.3,7151.95,1345.61,51.59,-0.13
Japan,South America,Wind,2021,Terawatt-hours (TWh),26431,9734,6702,10795,7.4,805.39,12417.63,781.89,81.12,1.94
Japan,South America,Coal,2021,Terawatt-hours (TWh),35306,17234,3849,1052,40.46,1730.37,1887.55,56.9,101.33,7.32
Japan,Africa,Hydro,2021,Terawatt-hours (TWh),6231,37172,13491,10715,62.59,2413.2,9800.15,548.99,117.36,-0.94
Japan,Europe,Solar,2024,Terawatt-hours (TWh),33708,46039,15,14641,41.9,4454.04,18875.81,717.68,63.59,2.49
Japan,Africa,Nuclear,2021,Terawatt-hours (TWh),14399,49992,2580,11391,65.45,4153.58,21660.75,765.25,177.15,-3.31
Japan,Asia,Coal,2022,Terawatt-hours (TWh),3652,10059,13774,4888,26.82,3778.61,4758.56,312.24,307.35,-3.36
Japan,Europe,Solar,2020,Terawatt-hours (TWh),17910,27551,3984,5947,66.48,4732.96,18935.42,917.66,383.42,9.75
Japan,South America,Wind,2017,Terawatt-hours (TWh),41780,35714,7701,1387,29.44,1647.39,16644.57,687.48,301.32,-4.99
Japan,Asia,Wind,2015,Terawatt-hours (TWh),40972,1968,8600,17893,25.99,4400.74,20436.75,1292.7,87.08,-1.4
Japan,Europe,Hydro,2021,Terawatt-hours (TWh),23046,23928,13942,6206,58.47,3680.06,2069.6,1273.11,69.06,4.98
Japan,Europe,Natural Gas,2019,Terawatt-hours (TWh),29872,26319,10447,9464,11.67,769.24,6920.99,1452.1,172.08,-0.73
Japan,Europe,Oil,2023,Terawatt-hours (TWh),34854,15959,3226,7832,65.36,4376.89,22398.19,126.13,76.56,-3.73
Japan,North America,Nuclear,2018,Terawatt-hours (TWh),10426,9950,164,15029,66.2,2845.41,751.87,291.43,370.96,-2.6
Japan,Africa,Hydro,2016,Terawatt-hours (TWh),45008,35794,10447,4306,62.77,3011.02,85.65,1474.42,171.41,2.48
Japan,Europe,Natural Gas,2017,Terawatt-hours (TWh),1841,45189,10590,5725,39.15,4091.47,6092.16,338.24,206.61,6.41
Japan,North America,Oil,2019,Terawatt-hours (TWh),14751,22226,9585,18077,24.68,2416.46,9650.03,842.17,109.98,1.48
Japan,South America,Coal,2015,Terawatt-hours (TWh),22195,23074,3685,11421,14,1275.05,22640.63,499.36,183.84,0.38
Japan,South America,Solar,2017,Terawatt-hours (TWh),7822,46220,9092,19358,32.59,601.76,17428.81,997.5,341.9,-0.82
Japan,South America,Coal,2020,Terawatt-hours (TWh),36411,33099,1466,11522,40.34,929.94,6777.79,975.89,149.93,0.08
Japan,North America,Wind,2020,Terawatt-hours (TWh),33392,47231,595,5535,28.34,2029.79,23758.03,326.36,219.6,-2.42
Japan,North America,Coal,2021,Terawatt-hours (TWh),42997,38105,8330,12020,67.53,4972.59,9065.97,1492.85,303.42,7.41
Japan,Europe,Oil,2023,Terawatt-hours (TWh),45940,43620,9671,17859,65.83,4021.01,8760.03,969.5,113.27,-3.43
Japan,Oceania,Wind,2016,Terawatt-hours (TWh),18355,41478,10475,17319,10.7,3536.77,16412.19,1325.62,56.56,-3.47
Japan,Oceania,Coal,2022,Terawatt-hours (TWh),22436,49914,13269,19042,7.79,3423.51,1814.38,115.5,143.05,-4.77
Japan,North America,Wind,2016,Terawatt-hours (TWh),5664,6810,582,17211,37.54,3723.76,2015.05,681.44,328.65,-4.06
Japan,Africa,Wind,2018,Terawatt-hours (TWh),47897,44983,4810,11834,29.98,2766.3,18604.78,1346.85,222.77,-1.85
Japan,North America,Solar,2016,Terawatt-hours (TWh),6906,17670,13811,2751,30.08,3460.63,18068.08,469.17,335.41,-0.22
Japan,North America,Nuclear,2018,Terawatt-hours (TWh),13633,21737,12250,18883,45.56,1142.55,6769.57,1372.13,84.68,-3.38
Japan,Asia,Solar,2020,Terawatt-hours (TWh),38721,50083,8552,13370,54.21,3462.98,21258.55,1253.97,313.23,4.32
Japan,Asia,Solar,2022,Terawatt-hours (TWh),21586,566,11256,8149,13.86,1042.55,5743.89,1154.09,190.56,-2.49
Japan,Africa,Wind,2018,Terawatt-hours (TWh),45407,40926,14731,8587,40.82,2911.06,11748.79,598.73,262.38,-2.02
Japan,North America,Nuclear,2024,Terawatt-hours (TWh),7216,45402,3246,7849,58.73,2858,16703.83,1294.95,398.45,-3.39
Japan,Asia,Solar,2017,Terawatt-hours (TWh),3821,34170,5535,11151,31.64,1867.7,17808.8,458.12,196.24,3.25
Japan,North America,Wind,2019,Terawatt-hours (TWh),48131,48759,14413,15553,15.99,3826.07,15428.79,594.03,72.27,9.64
Japan,Oceania,Solar,2021,Terawatt-hours (TWh),7908,16747,2256,4136,66.44,2971.32,12749.37,1337.82,350.55,3.41
Japan,South America,Hydro,2017,Terawatt-hours (TWh),35353,18221,13337,15641,12.73,4916.05,14568.75,1129.45,64.5,-1.41
Japan,Asia,Solar,2017,Terawatt-hours (TWh),32486,48257,12917,3015,48.99,3367.86,1773.03,135.88,195.05,7.42
Japan,Oceania,Hydro,2022,Terawatt-hours (TWh),791,17192,11253,2023,14.47,2526.1,10352.36,358.25,339.52,-3.15
Japan,Asia,Nuclear,2022,Terawatt-hours (TWh),45847,49176,12901,10512,27.4,904.74,20876.01,635.63,256.11,-1.1
Japan,Asia,Natural Gas,2024,Terawatt-hours (TWh),8750,3124,9304,16011,29.51,445.77,14424.67,1433.91,336.82,-3.44
Japan,Africa,Nuclear,2022,Terawatt-hours (TWh),23387,4720,3403,4750,45.39,1225.77,4082.73,1069.88,133.04,8.11
Japan,Africa,Nuclear,2019,Terawatt-hours (TWh),23123,1560,9238,7663,14.89,3135.74,1121.61,858.64,109.55,-3.28
Japan,Europe,Hydro,2024,Terawatt-hours (TWh),48544,1855,8403,16899,17.55,2185.57,16974.25,1099.25,113.05,-4.5
Japan,South America,Solar,2016,Terawatt-hours (TWh),25251,13817,801,17243,37.03,2821.96,11700.42,538.52,146.23,6.31
Japan,Asia,Natural Gas,2023,Terawatt-hours (TWh),19829,39847,9727,2474,51.29,1447.25,20995.97,145.47,162,0.92
Japan,Europe,Natural Gas,2015,Terawatt-hours (TWh),21326,17344,79,12097,67.65,3154.96,2089.54,1304.49,57.74,7.48
Japan,Europe,Solar,2015,Terawatt-hours (TWh),4471,3771,618,4594,52.14,4935.41,7651.11,431.8,143.06,6.06
Japan,Asia,Hydro,2023,Terawatt-hours (TWh),13451,43065,8114,16359,61.84,1537.69,14692.25,1344.1,240.72,-0.68
Japan,Africa,Wind,2023,Terawatt-hours (TWh),32479,13218,2040,1635,42.26,478.4,17193.92,1141.31,271.42,-4.47
Japan,North America,Solar,2022,Terawatt-hours (TWh),32212,5346,7174,4807,52.8,4324.06,8820,1474.7,77.42,7.63
Japan,Africa,Natural Gas,2018,Terawatt-hours (TWh),30625,17040,13580,10517,65.48,4835.78,18000.85,1171.1,59.32,6.99
Japan,Oceania,Hydro,2023,Terawatt-hours (TWh),31904,33295,13932,16559,25.84,3506.4,20976.93,1300.69,235.02,-2.23
Japan,Asia,Oil,2021,Terawatt-hours (TWh),4625,14792,2161,19894,8.97,4546.01,11331.83,1107.28,146.12,-3.51
Japan,North America,Oil,2017,Terawatt-hours (TWh),11333,28123,14988,1920,49.18,1760.11,3583.35,1270.64,352.06,5.89
Japan,Asia,Wind,2020,Terawatt-hours (TWh),13369,44653,827,13034,26.81,1927.25,12416.33,229.52,365.56,-0.27
Japan,South America,Coal,2016,Terawatt-hours (TWh),45433,25094,2971,3699,20.34,4541.22,12889.14,79.94,96.55,-3.8
Japan,Asia,Hydro,2015,Terawatt-hours (TWh),25141,39550,9821,13280,12.75,1401.1,21579.83,75.94,98.91,3.19
Japan,North America,Hydro,2024,Terawatt-hours (TWh),32196,46660,12962,7204,16.49,4944.91,9501.79,891.94,333.89,-3.29
Japan,South America,Oil,2019,Terawatt-hours (TWh),11239,43879,4887,11677,14.19,3511.06,20658.44,452.28,304.99,-0.73
Japan,North America,Nuclear,2022,Terawatt-hours (TWh),37439,30872,12766,2342,11.33,1332.61,19054.05,929.64,69.36,6.53
Japan,Asia,Natural Gas,2018,Terawatt-hours (TWh),29544,12127,8591,3239,35.94,4143.48,12401.34,363.57,102.28,-2.36
Japan,Europe,Natural Gas,2021,Terawatt-hours (TWh),17332,12175,6760,1004,27.49,1558.25,2751.05,1396.65,253.97,6.58
Japan,South America,Solar,2022,Terawatt-hours (TWh),33335,43849,8910,14812,52.9,589.09,15295.61,650.19,66.85,6.51
Japan,Europe,Nuclear,2015,Terawatt-hours (TWh),40822,37786,5278,1737,12.01,2832.06,13867.17,1348.02,382.43,2.81
Japan,Oceania,Oil,2017,Terawatt-hours (TWh),27778,18047,10864,17585,62.66,1696.88,22164.83,10.69,214.81,8.88
Japan,North America,Nuclear,2018,Terawatt-hours (TWh),33498,11998,3638,8374,37.1,1080.2,12577.28,1445.99,158.5,6.95
Japan,Oceania,Wind,2020,Terawatt-hours (TWh),34071,8587,9831,14939,66.96,4980.03,5031.94,473.71,298.36,-2.9
Japan,North America,Coal,2021,Terawatt-hours (TWh),7886,19432,13031,8705,53.42,1192.31,22624.37,1162.14,323.66,3.7
Japan,North America,Oil,2022,Terawatt-hours (TWh),17087,4201,13550,2154,55.4,2382.8,13297.53,691.05,369.27,-1.97
Japan,Oceania,Oil,2021,Terawatt-hours (TWh),11236,18065,11879,7262,30.44,392.14,11239.94,1030.01,329.16,-0.75
Japan,Oceania,Nuclear,2023,Terawatt-hours (TWh),41901,11256,3938,3868,16.54,3208.4,13131.8,522.08,237.35,0.4
Japan,Oceania,Coal,2024,Terawatt-hours (TWh),22666,26184,337,1273,11.46,3541.76,10359.01,205.77,388.65,-2.62
Japan,Asia,Hydro,2020,Terawatt-hours (TWh),36127,42593,2392,7811,29.56,2093.21,4248.02,1369.15,330.99,-0.67
Japan,North America,Hydro,2024,Terawatt-hours (TWh),36673,28286,12744,19866,44.84,3048.21,496.28,959.61,100.59,-4.6
Japan,North America,Oil,2018,Terawatt-hours (TWh),24586,25791,10349,14480,53.65,4714.87,15391.45,56.24,260.18,2.08
Japan,North America,Solar,2018,Terawatt-hours (TWh),33071,38272,10548,7033,20.58,4671.57,22493.45,741.59,150.76,3.77
Japan,South America,Nuclear,2023,Terawatt-hours (TWh),29190,23549,3747,4630,33.72,3446.53,2467.62,473.11,298.45,5.31
Japan,Asia,Coal,2024,Terawatt-hours (TWh),13635,34067,5041,18515,9.84,1230.12,7895.03,201.16,345.6,1.84
Japan,South America,Hydro,2023,Terawatt-hours (TWh),10937,25499,11503,10970,52.41,3971.48,23886.69,1321.57,167.59,-2.19
Japan,Africa,Nuclear,2022,Terawatt-hours (TWh),48081,26211,6992,16665,69.94,1402.93,12531.93,727.4,168.89,1.16
Japan,Europe,Nuclear,2024,Terawatt-hours (TWh),15184,18744,9970,15034,16.95,743.3,2303.7,979.3,177,0.2
Japan,North America,Oil,2021,Terawatt-hours (TWh),25333,6213,12322,18222,30.17,1536.96,18964,742.62,215.28,1.18
Japan,North America,Coal,2019,Terawatt-hours (TWh),12666,8891,10335,9529,51.78,4979.29,1747.53,9.97,111.96,-0.93
Japan,North America,Oil,2020,Terawatt-hours (TWh),30721,17589,12533,16743,20.14,3184.26,8545.3,1241.51,319.54,-0.51
Japan,Oceania,Oil,2019,Terawatt-hours (TWh),45259,20396,1555,2839,21.34,1894.75,9642.76,363.68,183.34,-1.78
Japan,South America,Nuclear,2024,Terawatt-hours (TWh),44794,13566,4443,442,68.22,1873.53,16797.93,1395.1,346.93,-0.22
Japan,South America,Hydro,2022,Terawatt-hours (TWh),19264,17643,9876,894,45.16,4163.39,17071.66,1347.58,112.64,-0.16
Japan,Oceania,Natural Gas,2017,Terawatt-hours (TWh),29969,47076,12222,9237,39.6,1616.32,23928.82,383.78,263.4,9.91
Japan,South America,Coal,2024,Terawatt-hours (TWh),32687,19353,7197,5317,25.74,1805.52,6582.29,720.43,292.63,-2.37
Japan,South America,Oil,2019,Terawatt-hours (TWh),23024,29747,7216,9027,7.82,4009.21,24160.2,1306.5,157.93,4.89
Japan,North America,Hydro,2018,Terawatt-hours (TWh),32956,35624,2124,16552,47.27,1552.21,154.75,1420.59,192.04,-1.73
Japan,North America,Hydro,2023,Terawatt-hours (TWh),5423,10770,3822,8895,30.75,2164.56,4956.37,755.96,109.5,5.36
Japan,Africa,Hydro,2018,Terawatt-hours (TWh),44393,46000,12270,10198,14.42,2354.63,17189.71,782.98,245.93,7.88
Japan,Europe,Natural Gas,2018,Terawatt-hours (TWh),47812,1333,2361,15184,11.13,434.32,16012.22,1186.52,347.49,6.29
Japan,Oceania,Natural Gas,2015,Terawatt-hours (TWh),48843,7278,11678,19064,46,2038.6,4369.85,1160.36,149.72,-3.59
Japan,Africa,Oil,2023,Terawatt-hours (TWh),10337,11767,13006,3051,29.65,2910.62,21987.71,1057.89,176.18,-0.62
Japan,North America,Solar,2018,Terawatt-hours (TWh),14450,39131,8741,10543,56.83,2663.01,19747.2,1036.4,211.18,7.91
Japan,South America,Wind,2017,Terawatt-hours (TWh),4022,3753,12286,12616,52.44,3143.32,2300.01,188.14,208.14,3.09
Japan,Asia,Natural Gas,2020,Terawatt-hours (TWh),40397,859,6272,17031,55.4,2847.06,13828.54,1125.35,225.14,-3.46
Japan,Oceania,Solar,2020,Terawatt-hours (TWh),5340,29231,12742,14837,54.67,130.16,10215.37,666.7,274.18,-3.92
Japan,North America,Hydro,2023,Terawatt-hours (TWh),21033,17247,1609,5303,58.65,3287.61,13018.63,641.02,140.34,1.27
Japan,Europe,Hydro,2024,Terawatt-hours (TWh),27008,48467,13398,9695,57.6,3501.53,17648.82,232.83,124.43,2.01
Japan,South America,Natural Gas,2020,Terawatt-hours (TWh),35116,40386,4414,6368,55.48,305.6,18227.6,1417.92,278.85,-1.81
Japan,Asia,Coal,2024,Terawatt-hours (TWh),3541,2797,9290,3942,24.99,1460.6,6661.69,789.83,134.29,7.22
Japan,North America,Solar,2023,Terawatt-hours (TWh),1332,21331,11559,19982,41.15,1792.36,20568.64,1000.72,366.41,-0.46
Japan,South America,Wind,2015,Terawatt-hours (TWh),3992,48173,5651,8572,47.84,390.87,17278.97,1485.38,336.76,-4.08
Japan,Oceania,Wind,2017,Terawatt-hours (TWh),1576,10749,2694,5602,64.65,4593.82,1069.28,1302.91,304.24,9.36
Japan,Asia,Oil,2017,Terawatt-hours (TWh),35776,32565,1089,12606,21.94,2792.27,20781.78,977.14,278.54,5.14
Japan,South America,Hydro,2017,Terawatt-hours (TWh),32705,36674,1172,19859,10.84,3384.83,21665.92,1463.68,230.58,4.94
Japan,Europe,Natural Gas,2018,Terawatt-hours (TWh),31284,5658,6326,7446,52.07,4280.9,7276.13,609.1,207.33,-1.56
Japan,Oceania,Hydro,2015,Terawatt-hours (TWh),7930,23957,3917,10144,54.78,3123.26,7394.77,642.29,76.79,5.73
Japan,Oceania,Solar,2017,Terawatt-hours (TWh),26828,44735,12027,11449,26.01,4199.05,10875.99,909.16,325.26,9.96
Japan,Europe,Natural Gas,2018,Terawatt-hours (TWh),34984,24327,12642,12349,8.02,1044.65,8814.19,1441.18,122.99,4.11
Japan,Europe,Coal,2015,Terawatt-hours (TWh),49883,45491,542,7257,26.54,4989.31,19168.63,200.04,67.1,6.67
Japan,South America,Nuclear,2021,Terawatt-hours (TWh),747,51397,1432,14503,49.33,1559.42,2294.56,127.49,268.52,1
Japan,Asia,Nuclear,2023,Terawatt-hours (TWh),46866,51093,10261,12146,67.27,4843.29,7376.6,1151.67,200.21,1.98
Japan,Oceania,Wind,2018,Terawatt-hours (TWh),29552,16305,7845,17235,31.61,1914.3,18884.9,1086.84,361.79,1.51
Japan,South America,Hydro,2022,Terawatt-hours (TWh),34819,13922,14665,3640,15.76,492.41,12521.51,553.49,389.88,-2.46
Japan,North America,Oil,2021,Terawatt-hours (TWh),37435,15780,4300,14837,59.85,2066.03,16543.05,223.24,140.88,7.64
